POLARIS VICRA,0.0005474748,49,0.026906986158475425
ADDI- TIONS,0.0005451669,0,0.0
SYNTAX,0.0005367195,58,0.031223401203610838
ERROR,0.0005318847,81,0.04321229759277834
GUIDE,0.00052691397,29,0.015326484583751254
TABLE,0.00052651245,80,0.04224773921765296
API GUIDE,0.00052535016,3,0.0015807928585757271
READ,0.0005252475,119,0.06269253009027081
SYSTEMS,0.0005213081,58,0.03032685035105316
CONTACT INFORMATION,0.0005196401,3,0.0015636111334002003
PVWR,0.00051798206,22,0.011429895005015045
BITS,0.0005166931,110,0.05700726278836509
TERMINOLOGY SYSTEM,0.0005113366,0,0.0
REPORTING,0.0005108824,15,0.007686294884653961
NDI SYSTEM,0.0005107323,11,0.005634960180541624
INFO.STATUS.ALERTS,0.00050731807,19,0.009668047472417252
DESCRIPTION,0.0005068493,154,0.07828966118355066
SENSOR USER PARAMETERS,0.0005041993,4,0.002022865797392176
LED,0.0005024488,159,0.080129748445336
STROBER HARDWARE FAULT,0.00049575866,1,0.000497250411233701
ALERTS PARAMETERS,0.0004931219,2,0.0009892114343029088
MARKER POSI- TIONS,0.0004905687,0,0.0
TARGET,0.0004885786,13,0.00637063370110331
SET,0.0004797417,72,0.03464533841524574
USER,0.00047851013,160,0.07679199679037112
USER PARAMETER COMMANDS,0.0004773602,4,0.0019151863590772316
POSITION SENSOR ALERTS,0.00047631003,8,0.003821946078234705
COMMUNICATION,0.0004725624,31,0.014693514944834505
DOCUMENTATION,0.00046885543,2,0.0009405324573721164
COMMMAND,0.00046672527,1,0.00046812965897693077
INITIALIZE HANDLES,0.00046601254,2,0.0009348295687061183
LEDS,0.00046579618,13,0.006073571053159479
REPLY,0.0004630144,161,0.07476962728184554
FRAME NUMBER,0.0004621932,16,0.007417343229689067
STROBER ALERTS,0.0004594895,2,0.0009217442326980944
NDI 6D ARCHITECT,0.00045178516,4,0.001812578375125376
COMMUNICATION FAULT,0.00044772183,4,0.001796276148445336
FLASH MEMORY,0.0004375195,4,0.0017553440320962888
STB-2,0.0004369281,3,0.0013147284854563691
SROM DEVICE,0.00043498023,88,0.03839344056168506
BINARY REPLIES,0.0004323425,2,0.0008672868605817452
ERRORS,0.00042732724,4,0.0017144523169508527
REVISION STATUS,0.00042612577,1,0.00042740799398194583
REVISIONS,0.00042468775,28,0.011927038114343029
SYSTEM SETTINGS USER PARAMETERS,0.00042455658,2,0.0008516681644934804
SHAPE TYPE,0.00042394554,9,0.0038269908324974925
API REVISIONS,0.0004235856,5,0.0021243009027081244
FIRMWARE,0.00041558713,110,0.0458521407221665
SYNCHRONIZATION PORT,0.00041413083,13,0.005399900491474424
PORT,0.0004121358,422,0.17444464152457373
STRING,0.00041115336,25,0.010309763289869609
TOOL PORTS,0.0004067281,16,0.006527231293881645
STATES,0.00040575338,4,0.0016278972116349048
SETTINGS,0.0004035802,19,0.007691097091273823
LASER STATUS,0.0004034892,3,0.001214109929789368
OPTIONS,0.00040273502,34,0.013734193259779339
SWITCH STATUS,0.00040212768,9,0.0036300392377131394
REPORT LED STATUS,0.00040193097,2,0.0008062807823470411
REPORT SWITCH STATUS,0.00040193097,7,0.002821982738214644
SENSOR,0.00039912557,43,0.01721404163490471
POSITIONING LASER,0.00039567903,8,0.003174957111334002
POSITION,0.00039474817,171,0.06770505222668004
POSITION SENSOR LED INDICATION ERROR LED,0.00039412087,0,0.0
SETUP,0.00039347162,44,0.017364845817452356
DEVICE NAMES,0.00038999738,22,0.00860575963891675
OUTPUT VALUE,0.0003884211,2,0.0007791797392176529
FACTORY DEFAULT VALUES,0.0003867161,7,0.0027151581745235706
3D COMMAND,0.00038371625,5,0.0019243543129388167
REVISION NUMBER,0.00038330373,7,0.0026911997091273823
INPUT/OUTPUT LINE,0.00038261036,14,0.005372663029087261
VIDEO DATA,0.0003807382,3,0.001145651554663992
COPYRIGHT,0.00038058264,3,0.0011451834704112338
CHARACTERS,0.00037635534,151,0.05700065831494484
DEVICE NAME,0.00037616075,57,0.021505679789368105
SYSTEM CONTROL UNIT ALERTS,0.0003724333,4,0.001494215847542628
MODES,0.00037147847,8,0.002980770070210632
BEST PRACTICES INFORMATION,0.00037074223,1,0.0003718578034102307
BUMP SENSOR,0.00037066315,18,0.006692012738214645
DEVICE IDS,0.0003694492,4,0.0014822435305917754
APPLICATIONS,0.00036901812,10,0.003701285055165496
RETURNS PORT HANDLE STATUS,0.00036726237,4,0.0014734698896690071
3D POSITION,0.0003647224,19,0.006950577331995989
FIRMWARE REVISION NUMBER,0.00036154222,8,0.002901040882647944
FIRMWARE PACKAGE NUMBER,0.00035895722,3,0.0010801119959879641
PACKAGE NUMBER,0.00035891446,3,0.0010799833299899699
POSITIONS,0.00035883297,22,0.007918079578736208
SAFELOADER FIRMWARE REVISION NUMBER,0.0003586421,3,0.0010791637913741224
PROGRAMS,0.0003580546,3,0.0010773959879638918
DIGITS,0.00035763555,20,0.00717423370110331
INTEGRITY,0.00035723107,1,0.00035830598796389164
RETURNS INFORMATION,0.00035658487,2,0.0007153156870611836
INFO,0.0003555514,72,0.025676730992978937
CHARGES,0.00035424661,1,0.0003553125476429288
INJURY,0.00035125215,4,0.0014092363089267803
WWW.NDIGITAL.COM NDI,0.00034940138,0,0.0
XX,0.0003477825,250,0.08720724674022065
COMPANIES,0.0003449901,1,0.000346028184553661
SETIO,0.00034312,13,0.004473981945837513
X,0.00033861087,1067,0.3623849531494483
STROBERS,0.00033770117,41,0.013887410200601805
SYSTEM COMPONENT,0.00033562552,1,0.0003366354262788365
HOST COMPUTER,0.00033337635,23,0.007690728234704113
PARAM.,0.00032923388,53,0.017501901344032098
TRACKING,0.00032309818,41,0.013286886038114343
DEVICE TYPES,0.00031999702,5,0.0016047994984954865
DEVICE TYPE,0.00031995054,3,0.0009627398395185556
STARTS TRACKING MODE,0.00031398487,2,0.0006298593179538616
STOPS TRACKING MODE,0.00031397093,1,0.0003149156770310933
VOLUME,0.00031334403,120,0.03771442688064192
COMMAND DESCRIPTION,0.0003133395,3,0.0009428470411233701
TRADE NAMES,0.0003130139,1,0.0003139557673019057
COMMAND PAGE DESCRIPTION,0.00031275215,2,0.0006273864593781343
SYNC MODE,0.00031145732,2,0.0006247890070210631
SETUP MODE,0.0003110144,15,0.0046792537612838515
TRACKING MODE,0.00031096887,16,0.00499047334002006
POLARIS SYSTEM,0.000310221,2,0.000622308926780341
STATUS READINGS,0.00030856524,2,0.0006189874423269809
USER PARAMETER DESCRIPTION,0.00030801483,0,0.0
ERROR CODES,0.0003071119,2,0.0006160720160481443
ERROR CODE DEFINITIONS,0.0003044672,13,0.003969983550651956
LOG NAME,0.00030369728,11,0.0033507222467402203
POLARIS VICRA SYSTEM,0.00030353025,7,0.002131105065195587
STROBER NAME,0.00030299433,3,0.0009117181444332999
CASE,0.00030040767,43,0.012956399007021065
SENSOR ALERTS,0.00029880035,2,0.0005993988966900703
SPACE,0.0002974183,59,0.017600481143430293
ALL,0.00029714959,130,0.03874568375125376
CHARACTER,0.00029468004,226,0.06679808328986961
PARAM,0.00029292234,238,0.06992529279839518
API FEATURES,0.000292123,1,0.00029300200601805416
ALERTS,0.00029148534,83,0.02426608146439318
EXAMPLE,0.00029013227,61,0.017751322437311937
GET DEVICE.,0.00028685955,3,0.0008631681544633903
CATEGORY,0.0002850781,10,0.002859359077231695
PARAM.TRACKING.SENSITIVITY,0.0002830694,7,0.0019874481444333
HARDWARE,0.00027674332,73,0.02026305151454363
CONTENT,0.00027586467,8,0.002213558034102307
G.,0.00027561127,188,0.051970831253761285
INTERFACE,0.0002749134,3,0.0008272218655967902
WARNINGS,0.00027295522,5,0.0013688827482447343
LINE,0.00027160643,85,0.023156014593781343
SYSTEM CONFIGURATION USER PARAMETERS,0.0002694997,5,0.0013515531594784354
INSPECTION RESULT,0.00026908968,1,0.0002698993781344032
N/A,0.00026682927,1,0.0002676321664994985
RESET,0.00026637389,65,0.017366402056168507
TOOL DEFINITION FILE,0.00026626734,59,0.01575704419257773
SFLIST,0.00026616757,13,0.0034705901805416246
SYSTEM LOG FILE,0.00026445303,1,0.00026524877632898693
SYSTEM CONTROL UNIT LOG FILE,0.00026296978,3,0.0007912831895687063
PORT PARAM.STROBER NAME USER,0.00026289487,0,0.0
LOG FILES,0.00026147498,2,0.0005245235305917753
SYSTEM CONFIGURATION,0.00026018103,30,0.007828917652958877
HARDWARE CONFIGURATION,0.000258874,2,0.0005193059177532597
CONFIG,0.00025874667,35,0.009083383600802408
REPLIES,0.00025756838,30,0.007750302306920764
1D4C1,0.000257411,1,0.00025818555667001
BEEP BX,0.00025545756,0,0.0
OPERATING RANGE,0.00025232034,8,0.002024636629889669
TOOL TRANSFORMATIONS,0.00025086987,10,0.002516247442326981
DATA TRANSMISSION,0.00024683768,2,0.0004951608425275828
SYNTAX BEEP,0.0002427655,0,0.0
BATTERY,0.00024190109,14,0.0033968056770310932
TIMES,0.00024165805,4,0.0009695408224674022
PART,0.00024062394,52,0.012550095165496489
INFO.STATUS.NEW ALERTS,0.00024012692,18,0.004335290431293881
DETAILS,0.00023921077,97,0.02327326448345035
PARAMETER FAULT,0.00023549653,11,0.002598256599799398
BEST PRACTICES,0.00023515668,4,0.0009434570912738215
LISTS,0.00023443272,7,0.0016459669408224673
TOOL DEF- INITION FILE,0.00023204295,0,0.0
WARNING,0.00023140704,21,0.004874170351053159
DEVICE LIST,0.00023077495,0,0.0
TABLE OF CONTENTS,0.00023005324,5,0.001153727382146439
RESPONSE,0.0002277397,17,0.0038832245737211632
RETURN WARNING,0.00022673562,3,0.0006822536208625879
COMMANDS TABLE,0.00022642623,0,0.0
SECTION,0.0002259953,27,0.006120233801404212
INPUTS,0.00022180095,10,0.002224683550651956
COMPATIBILITY NOTES,0.00022103831,35,0.007759619709127382
FORM,0.00021936026,290,0.0638058930792377
CONTENTS,0.0002188362,7,0.0015364627883650952
SYSTEM PROCESSORS,0.00021761854,4,0.0008730934403209629
PROCESSORS,0.00021742882,11,0.0023989137612838514
FEATURES.FIRMWARE,0.00021641306,17,0.003690092296890672
XX XXXX,0.00021631925,0,0.0
XXXX XXXX,0.00021564538,0,0.0
FORMAT,0.00021446205,295,0.06345667477432297
ONE,0.00021364949,131,0.02807230009027081
TEXT FORMAT,0.00021295396,4,0.0008543789769307924
DEVICE.TYPE.X,0.0002125429,4,0.0008527297893681044
FORMATS,0.00021101923,1,0.0002116541925777332
CHANGE,0.00020881351,51,0.010681533610832497
MULTI FIRMWARE FEATURE,0.00020807362,6,0.0012521983149448347
LEVEL,0.00020733401,41,0.008526273229689069
OUTPUTS,0.00020691889,5,0.0010377075727181543
INSTRUCTIONS,0.00020675657,2,0.0004147574122367101
PORT HANDLE USAGE,0.00020587565,3,0.000619485406218656
MORE,0.00020580395,42,0.008669775225677032
SAVE,0.00020579809,18,0.003715512156469408
SENSITIVITY LEVEL,0.00020550843,20,0.004122536208625877
PASSWORD,0.00020445758,18,0.00369131037111334
PARTS,0.00020358324,2,0.0004083916549648947
DOCUMENT,0.00020311272,19,0.003870753941825476
CONFIG.MULTI FIRMWARE,0.00020227452,13,0.0026374812036108327
OPERATING TEMPERATURE RANGE,0.00020062328,5,0.0010061348044132397
CONDITION,0.00019905738,20,0.003993126980942829
USER PARAMETER VALUE,0.00019646485,24,0.0047293444332999
MARKER WAVELENGTH,0.00019600273,15,0.002948887612838516
WAVELENGTH,0.00019485246,22,0.004299653079237713
DEFAULT WAVELENGTH,0.00019483495,1,0.00019542121364092278
UNIT,0.0001944819,31,0.006047080140421264
BEEPER,0.00019222379,7,0.0013496153761283854
XXXX XXXX XXXX,0.00019183729,0,0.0
PORT LOCATION,0.00019182194,5,0.0009619956870611835
XXXX XXXX XXXX XXXX,0.00019176675,0,0.0
HARDWARE DEVICE SYSTEM CONTROL UNIT,0.00019139223,0,0.0
TABLE 4-3,0.00019038652,8,0.00152767518555667
ILLUMINATOR RATE,0.00019010589,8,0.0015254233901705115
PARAM.BUMP DETECTOR.,0.00019008666,10,0.0019065863590772318
FILE SYSTEM,0.0001900825,3,0.0005719633901705116
FAULT,0.0001898633,80,0.015234768304914744
CASES,0.00018974347,5,0.0009515720661985958
POLARIS SPECTRA API REVISION G.001.003,0.00018926691,2,0.00037967283851554666
FIELD,0.00018910249,33,0.00625915964894684
VOLTAGE,0.00018817601,13,0.002453649077231695
DATA RATE,0.0001881202,1,0.00018868625877632898
RATE,0.00018811454,55,0.010377431995987965
ACTION,0.0001875102,11,0.0020688186559679037
SHAPE PARAMETERS,0.00018718853,6,0.0011265107121364091
BUMP SENSOR USER PARAMETERS,0.00018677666,5,0.0009366933801404214
IMAGE CAPTURE USER PARAMETERS,0.00018675902,5,0.0009366049147442327
HARDWARE DEVICE INFORMATION USER PARAMETERS,0.0001867386,3,0.0005619015045135406
VERSATILITY,0.0001866651,1,0.00018722678034102308
THRESHOLD,0.0001865776,10,0.0018713901705115345
HARDWARE DEVICE USER PARAMETERS,0.00018654908,4,0.0007484416449348044
POSITION SENSOR USER PARAMETER,0.00018651718,1,0.0001870784152457372
SENSOR PARAMETERS,0.00018643927,2,0.0003740005416248746
VERSION,0.00018472077,20,0.0037055319959879637
FIRMWARE REVISION PARAM.SYSTEM EXT SYNC MODE,0.00018433505,0,0.0
OPERATING MODES,0.0001841393,3,0.0005540801404212638
FIGURE,0.00018357037,17,0.003130086549648947
WRITE,0.00018018934,77,0.01391632816449348
SINGLE,0.00017968232,23,0.004145128746238716
KEYED FEATURES,0.00017768094,9,0.0016039402808425277
PASSWORD PROTECT FEATURE,0.00017755489,4,0.000712356629889669
C ROUTINES,0.00017664637,12,0.0021261348445336006
COMPONENT,0.00017607445,12,0.0021192511534603815
SYSTEM REPLIES,0.0001756781,3,0.0005286201604814443
RESPECT,0.00017399112,10,0.0017451466399197593
CATEGORIES,0.00017382293,12,0.0020921516148445334
USE,0.00017232508,527,0.09108858290872619
FEATURES.,0.00017111831,31,0.0053206294984954865
REPORT,0.00017081066,101,0.017303788024072213
SENSOR TEMPERATURE SENSOR,0.00016860489,3,0.0005073366800401203
BOARD TEMPERATURE SENSOR,0.00016854433,1,0.00016905148445336008
ALERTS SYSTEM RESPONSE,0.00016845652,1,0.00016896341023069208
POLARIS SPECTRA API REVISION G.001.002,0.00016791381,2,0.0003368381344032096
REPLY STATUS,0.00016735222,1,0.00016785578736208624
PURPOSE,0.00016615234,20,0.0033330459378134404
CLEANING SCHEDULE,0.00016590481,3,0.0004992120661985958
SECTIONS,0.00016556126,3,0.0004981783149448345
PARTY,0.0001633649,1,0.00016385646940822468
TYPE PARAMETER HARDWARE DEVICE,0.0001632393,1,0.00016373049147442326
ERROR0C,0.00016256412,1,0.00016305327983951855
RIGHTS RESERVED,0.00016237724,1,0.0001628658375125376
INSTANCE,0.00016126654,14,0.0022645251354062187
STOPS,0.00016088066,3,0.0004840942627883651
RESEARCH,0.00016045812,1,0.00016094094282848546
ORDER,0.00016036887,24,0.003860434182547642
ALERTS USER PARAMETERS TABLE,0.00015918308,0,0.0
REPLY OPTION 0X0001,0.00015813459,4,0.0006344416850551655
0X0001,0.00015807705,3,0.0004756581243731194
0X0008,0.0001580569,3,0.00047559749247743223
REPLY OPTION 0X0020,0.00015804489,1,0.0001585204513540622
0X0040,0.00015802901,4,0.0006340180942828485
COLUMNS,0.0001578489,1,0.00015832387161484454
EVENT,0.00015737496,20,0.003156970110330993
HOST COMMUNICATION TIMEOUT CHECK,0.00015726654,2,0.00031547951855566696
SCU STROBERS,0.00015548168,0,0.0
MARKER CURRENT,0.00015520108,3,0.0004670042527582748
DEVICE TYPE SCU STB,0.00015517832,0,0.0
ERROR15,0.0001550002,9,0.0013991993981945837
IMPLEMENTATION,0.00015358793,20,0.0030810016048144436
FRAME SEQUENCE,0.0001533281,3,0.00046136840521564693
KEYS,0.00015303769,14,0.0021489745837512536
ALERTS STATUS,0.0001521493,3,0.0004578213640922768
LF,0.00015209334,18,0.0027459178736208628
CYCLIC REDUNDANCY CHECK,0.00015127432,2,0.00030345901705115347
HOST COMMUNICATION,0.00015085608,4,0.0006052400401203611
ACCESS,0.00014938888,26,0.0038957982748244733
XXXX XXXX XX XXXX XXXX XXXX,0.0001491636,0,0.0
CAUTIONS,0.00014834148,5,0.0007439392176529589
TESTING,0.00014798323,6,0.0008905710932798394
SUPPORT,0.00014733669,14,0.0020689204212637913
RETURNS DIAGNOSTICS,0.00014725393,3,0.0004430910631895687
VSEL VSNAP,0.00014687216,0,0.0
DIAGNOSTICS,0.00014655152,3,0.0004409774924774323
DIAGNOSTIC,0.00014586633,26,0.0038039363891675033
USER PARAMETERS STORE VALUES,0.00014463386,3,0.00043520720160481445
COMMAND TIMEOUT VALUES,0.00014461797,3,0.0004351593881644934
X INDEX VALUE,0.00014449356,1,0.00014492834503510534
LIST OF COMMANDS,0.00014433556,9,0.0013029288264794381
RESULT,0.00014414395,17,0.0024578206118355066
IRED,0.0001432717,14,0.0020118393179538617
OVERFLOW BIT,0.0001431921,1,0.00014362296890672017
VOLUMES,0.00014312084,12,0.0017226179338014043
SYSTEM PARAMETER DATA,0.0001427853,1,0.0001432149448345035
NORTHERN DIGITAL INC. 103 RANDALL DR.,0.00014226478,0,0.0
SYSTEM RESPONSE INIT,0.00014172716,3,0.0004264608625877633
RESULTS,0.00014165544,5,0.0007104084252758276
ASPECTS,0.00014074304,3,0.00042349961885656975
LIMITATION,0.00014064684,1,0.00014107005015045134
SOURCE,0.00014031498,13,0.0018295834904714144
3D,0.0001394192,77,0.01076758114343029
LOGIC,0.00013885381,4,0.0005570864994984954
CALCULATION,0.00013860279,9,0.0012511786459378134
MARKER IMAGE,0.00013810233,4,0.0005540715346038115
SIDE,0.0001380886,48,0.00664819739217653
END,0.00013805037,100,0.013846576730190572
HANDLES,0.00013771569,56,0.0077352844934804425
HANDLE,0.0001376654,174,0.024025857171514543
REQUEST PORT HANDLE,0.00013758245,1,0.00013799643931795385
COPYING,0.00013719736,4,0.0005504407622868606
ERROR NUMBERS,0.00013655076,3,0.00041088493480441327
POWER,0.00013554445,16,0.002175236910732197
USER PARAMETERS STORE STATUS INFORMATION,0.00013415396,3,0.00040367289869608824
INFO.,0.00013396578,50,0.006718444332998997
SYNCHRONIZATION ERRORS,0.0001334696,1,0.00013387121364092278
EFFECT,0.00013253652,10,0.0013293532597793381
FEATURES.KEYS.,0.0001323231,7,0.0009290488465396189
GETIO,0.00013222685,11,0.001458871965897693
PROGRAM,0.00013147066,7,0.0009230638114343029
ACT,0.00013045127,342,0.04474858008024073
FLOW CHARTS,0.00013011119,1,0.00013050269809428285
SELECTION,0.00012835329,7,0.0009011765596790371
SOFTWARE,0.0001280188,8,0.0010272320962888667
COMMAND GETIO,0.0001280018,0,0.0
HOST COMPUTER OPERATING SYSTEM,0.00012765876,1,0.000128042888665998
MANUFACTURERS,0.00012755241,1,0.0001279362186559679
MEASUREMENT SYSTEMS,0.00012747712,1,0.00012786070210631895
BEHAVIOUR,0.00012697361,11,0.001400912447342026
COMPONENTS,0.00012695068,10,0.0012733267803410229
PROTOCOL COMPATIBILITY,0.00012694123,1,0.00012732319959879638
VSNAP,0.00012609897,20,0.0025295681043129388
CAUTION,0.00012580027,6,0.0007570728385155465
FEATURES USER PARAMETERS,0.00012521869,6,0.0007535728585757271
HANDLE STATUS,0.00012474507,5,0.0006256021564694082
ADDITION,0.00012409923,4,0.000497890591775326
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XX,0.0001238508,0,0.0
NTH MARKER,0.0001238361,9,0.0011178785356068207
LED BEHAVIOUR,0.0001236917,3,0.0003721916750250752
PARAM.SYSTEM BEEPER,0.00012354385,3,0.0003717467903711134
XXXX XX XX XX,0.0001234363,0,0.0
BUFFER,0.00012326818,8,0.000989112778335005
SYSTEM BEHAVIOUR,0.00012325238,1,0.00012362324974924774
INFORMATION STORAGE,0.00012319339,1,0.0001235640822467402
BREAK,0.00012312201,21,0.00259334223671013
DISCLAIMER,0.00012225918,1,0.00012262706118355065
DIFFERENCES,0.00012214173,11,0.0013476018355065196
SYSTEM FIRMWARE,0.000121964076,1,0.00012233106920762286
COMPATIBILITY DIFFERENCES,0.000120768156,1,0.00012113155065195587
STB-1,0.00012066254,3,0.0003630768505516549
SYSTEM RESOURCES,0.00012029022,5,0.0006032608826479439
ACCESS RULES,0.000119197735,13,0.0015542332547642927
REFERENCES,0.00011851899,3,0.0003566268505516549
API COMMAND,0.00011819617,11,0.0013040700802407223
SAMPLE CODE,0.00011667103,1,0.0001170220962888666
