91.28,109.55,0.18
ISO/IEC 12207:1995,0.0004868266,8,0.0036534829268292683
ISO/IEC 12207:2008,0.00048671244,20,0.009131565478424015
INJURY,0.00048528303,23,0.010470459371482176
MEDICAL DEVICE RISK MANAGEMENT,0.0004763206,5,0.0022341491557223265
IMPLEMENTATION,0.00046281784,152,0.0659927876923077
ISO 14971:2007 ANNEX E,0.00045673407,4,0.0017138239024390245
REQUIREMENTS,0.0004525923,602,0.2555915240150094
SOFTWARE PRODUCTS,0.000448006,8,0.0033621463414634147
MEDICAL DEVICE SOFTWARE SYSTEM,0.00043954473,2,0.0008246617823639775
QUALITY MANAGEMENT SYSTEM,0.00043913582,19,0.007826998667917447
SOURCE,0.00043752644,10,0.004104375609756098
HAZARDOUS SITUATIONS,0.0004335582,15,0.006100725140712946
MSTNO,0.00043073413,176,0.07111557868667918
IECLICENSEE,0.00043073413,176,0.07111557868667918
BENJAMINNOT FOR RESALE,0.00043073413,176,0.07111557868667918
MEDTRONIC,0.00043073413,176,0.07111557868667918
STANDARD,0.0004261414,524,0.20947288330206382
ISO/IEC 9126-1,0.00041389177,2,0.0007765324015009381
ACTION,0.000413034,38,0.014723538461538462
SOFTWARE UNIT SOFTWARE ITEM,0.0004031855,2,0.0007564455909943714
ARCHITECTURAL,0.00040001393,27,0.010131684906191369
REFERENCES,0.0003960514,19,0.007059077485928706
SUBJECT,0.00039336848,11,0.004059149418386491
SOFTWARE PROBLEM RESOLUTION,0.00037805247,22,0.0078022085741088175
USE,0.0003733159,652,0.22833205140712945
RISK ANALYSIS,0.00037030934,22,0.007642406641651032
USERS,0.00036997435,29,0.010064968245778612
INFORMATION,0.00035667678,63,0.02107939694183865
FIGURE,0.00035273642,61,0.020184729474671665
SOUP ITEM,0.0003512953,19,0.006261360881801125
LEGACY,0.00035003998,108,0.03546371279549718
ORGANIZATION,0.00034420117,39,0.012592725731707317
SITUATIONS,0.00033493916,29,0.009111853320825515
EFFECTS,0.00032356646,22,0.00667773181988743
SOFTWARE DEVELOPMENT,0.00032060928,65,0.019549346341463412
DELIVERABLES,0.00030197724,43,0.012181070656660412
SOFTWARE CONFIGURATION MANAGEMENT PROCESS,0.00030188734,6,0.0016991782739212006
ITEM,0.00029213045,320,0.08769394371482175
LEVEL,0.00029185522,78,0.02135526
STRUCTURE,0.00028901873,40,0.010844980487804877
TABLES,0.00028182194,4,0.0010574932082551595
RISK CONTROL MEASURE,0.00027184212,111,0.02830626202626642
SOFTWARE MAINTENANCE PROCESS,0.00026369913,11,0.0027210979643527205
PROBLEM REPORTS,0.00026330113,18,0.004445985309568481
PURPOSE,0.00026098397,46,0.011261972439024388
ISO/IEC GUIDE,0.00025480991,12,0.002868404240150094
PROCESSORS,0.0002535352,4,0.0009513515947467166
CLASSIFICATION,0.00025087714,102,0.02400512971857411
SCOPE,0.00024878193,36,0.008401641163227018
REQUEST,0.00024583322,61,0.014067379380863039
SOFTWARE RISK MANAGEMENT PROCESS,0.00023831065,12,0.00268267148217636
VERSIONS,0.00022944121,14,0.0030132991932457784
BASE PUBLICATION,0.00022640593,0,0.0
SYSTEMS,0.00022064433,26,0.005381569024390244
SOFTWARE SYSTEMS,0.00022032141,3,0.0006200414915572233
INTRODUCTION,0.00021442729,9,0.0018103617354596625
DOCUMENT,0.00021276576,331,0.06606516562851783
SEVERITY,0.00020909071,19,0.0037267574953095683
SOFTWARE DEVELOPMENT PROCESS,0.00020727438,19,0.0036943838836772987
INTENT,0.00020726479,8,0.00155545808630394
INTENTION,0.00020635346,6,0.0011614641275797374
SOFTWARE LIFE CYCLE STANDARD,0.00020306835,2,0.00038099127579737334
SOUP CONFIGURATION ITEM,0.00020211308,5,0.0009479975609756098
REQUESTER,0.00020192623,1,0.00018942423076923079
STAND,0.00020157686,470,0.08887535103189494
SOFTWARE PROBLEM RESOLUTION PROCESS,0.00020153771,24,0.0045374343714821765
CHANGE CONTROL PROCESS,0.00020142898,12,0.0022674932082551594
SOFTWARE MAINTENANCE PROCESSES,0.00020099053,5,0.0009427323170731706
LIFE CYCLE PROCESS,0.00019967958,8,0.0014985334333958724
DEVICE RISK MANAGEMENT PROCESS,0.00019955041,3,0.0005615865196998124
PROCESS,0.00019861634,550,0.10247559756097561
LIFE CYCLE PROCESSES,0.00019841686,6,0.0011167928330206378
PROCESSOR,0.00019836157,16,0.0029772843527204507
RISK CONTROL PROCESS,0.00019776706,2,0.0003710451407129456
PROCEDURES,0.00019775481,77,0.014284353067542216
DEVELOPMENT PROCESSES,0.0001975495,6,0.0011119108818011258
RISK ESTIMATION PROCESS,0.00019740731,2,0.0003703701876172608
RISK EVALUATION PROCESS,0.0001973967,2,0.0003703502814258912
HEALTH CARE PROCEDURES,0.00019723788,0,0.0
PROBLEM RESOLUTION PROCESS,0.00019700146,46,0.008501001088180114
DEVELOPMENT PROCEEDS,0.00019686548,2,0.0003693536210131332
SOFTWARE DEVELOPMENT PLAN PROCEDURES,0.00019684847,0,0.0
CLASS,0.0001962375,238,0.04381287523452157
PROVISIONS,0.00019613502,10,0.0018399157598499064
PROBLEMS,0.00019603528,45,0.008275410506566603
CONTENTS,0.00019581924,22,0.004041297636022514
RISK MANAGEMENT REQUIREMENTS,0.0001944495,4,0.000729641651031895
REQUIREMENT,0.00019340278,627,0.11375566891181987
LIFE CYCLE REQUIREMENTS,0.00019329095,0,0.0
CUSTOMER REQUIREMENTS,0.00019226375,0,0.0
QUALITY MANAGEMENT SYSTEM REQUIREMENTS,0.0001922485,0,0.0
SOFTWARE REQUIREMENTS,0.00019192642,86,0.015483744953095688
SYSTEM REQUIREMENTS,0.00019183935,34,0.006118703470919324
SOFTWARE SYSTEM REQUIREMENTS,0.00019174298,6,0.001079228780487805
ISO/IEC 12207 ... 74 TABLE D.1,0.00018843662,0,0.0
CONFORMANCE,0.00018593276,12,0.0020930517073170733
PRODUCTS,0.00018147832,14,0.002383392570356473
EVIDENCE,0.00018080058,22,0.003731344052532833
SOFTWARE DESIGN,0.00017818896,5,0.0008357831144465292
FAILURE,0.00017699077,71,0.011788315825515946
PRACTICE,0.0001752707,10,0.0016441904315196995
RISK MANAGEMENT SYSTEM,0.00017430304,4,0.0006540451782363978
INTEGRATION,0.00017139825,177,0.028459184099437148
INTENTIONS,0.0001694576,2,0.00031793170731707316
STANDARDS,0.00016926911,73,0.011591599465290805
SOFTWARE INTEGRATION,0.00016899926,65,0.010304832926829268
SOFTWARE UNIT VERIFICATION,0.00016876636,10,0.0015831741088180112
CLAUSE 8,0.00016834582,15,0.002368843621013133
INTERPRETER,0.00016831649,2,0.0003157907879924953
MEDICAL DEVICE STANDARDS,0.00016797906,4,0.0006303154221388367
INTERVENTION,0.00016774019,2,0.0003147095497185741
STANDARDIZATION,0.00016773846,5,0.0007867657598499061
LOGO STANDARD,0.00016724833,2,0.0003137867354596623
SYSTEM INTEGRATION,0.00016703244,2,0.00031338168855534707
PRODUCT STANDARDS,0.00016579102,4,0.0006221051407129456
CLASS C,0.00016507969,30,0.004645769887429643
QUALITY MANAGEMENT SYSTEM STANDARD,0.00016499875,2,0.0003095661350844278
SOFTWARE DEVELOPMENT STANDARDS,0.00016455699,7,0.0010805806097560976
HAZARD IDENTIFICATION ACTIVITY,0.0001634118,0,0.0
STORAGE DEVICE,0.00016339547,2,0.00030655810506566603
RISK CONTROL ACTIVITY,0.00016339097,1,0.00015327483114446527
SOFTWARE SAFETY CLASS,0.00016319324,100,0.015308934333958723
SYSTEM MAINTENANCE ACTIVITIES,0.00016296258,2,0.0003057459287054409
EQUIPMENT MANUFACTURERS,0.00016246697,0,0.0
SYSTEM ACTIVITIES,0.00016241356,3,0.000457073808630394
DEVELOPMENT ACTIVITIES,0.00016236914,2,0.00030463253283302065
QUALITY MANAGEMENT,0.00016229921,14,0.0021315093245778613
ACTIONS,0.00016197131,19,0.0028869182833020637
MANUFACTURERS,0.00016152293,5,0.0007576122420262663
GAP CLOSURE ACTIVITIES,0.00016130824,2,0.00030264210131332084
LIFE CYCLE ACTIVITY,0.00016110665,2,0.0003022638836772983
SOFTWARE SAFETY CLASSES,0.00016104097,21,0.0031724768949343337
MANUFACTURING,0.00016096175,4,0.0006039840525328331
INTEGRATION TESTING,0.00016092828,41,0.006189549230769231
SOFTWARE SYSTEM TESTING,0.00016090194,33,0.004981016904315198
RECORDS,0.00016032426,60,0.009023879549718575
SAFETY CLASSIFICATIONS,0.00016000109,0,0.0
CHANGE MANAGEMENT,0.00015972687,2,0.00029967517823639776
CONFIGURATION MANAGEMENT,0.00015955041,35,0.005238521904315197
EXAMPLE,0.00015945258,17,0.00254286478424015
TESTS,0.00015920457,54,0.008064771838649155
TESTING,0.00015865861,228,0.03393448694183865
ITEMS,0.00015824733,61,0.00905542882739212
TEST,0.0001578168,432,0.06395577636022513
SYSTEM DEVELOPMENT,0.00015765923,4,0.0005915918574108818
CONTROL,0.00015715385,133,0.01960737528142589
DOCUMENTATION CONTENTS,0.00015686889,8,0.0011772524577861165
EFFORTS,0.00015625238,2,0.00029315643527204506
CHANGE,0.00015518244,234,0.03406443804878049
EXISTENCE,0.00015413716,9,0.0013013456285178237
CONTEXT,0.00015391954,10,0.001443898123827392
HANDLING PROBLEMS,0.00015318187,1,0.00014369781425891182
CLASSIFICATION CHANGES,0.0001500158,4,0.0005629110694183864
ARCHITECTURAL DESIGN,0.0001479242,18,0.002497781988742965
RISK CONTROL MEASURES,0.00014661378,98,0.013478565140712944
CONDITION,0.00014546308,12,0.001637483076923077
DESIGNING,0.00014495979,2,0.00027196958724202627
INTERNATIONAL STANDARD IEC 62304,0.00014442422,2,0.00027096476547842403
SYSTEM DESIGN,0.00014413832,7,0.000946499287054409
SOFTWARE DEVELOPMENT PLANNING,0.00014334953,19,0.002555010384615384
PARTIES,0.00014186082,15,0.001996165384615385
OPTICAL DISK,0.00014165392,2,0.0002657672045028143
ACCORDANCE,0.00014153116,40,0.005310737711069419
PLANNING,0.00014139866,78,0.010346243414634148
RESPONSIBILITY,0.00014117628,20,0.002648710694183865
PLAN,0.00014114611,321,0.04250272167917449
SOFTWARE CHANGES,0.00014113636,17,0.0022507674671669795
NETWORKING,0.00014010226,220,0.028914162476547847
CHANGES,0.00014007029,122,0.016030558517823642
SOFTWARE MAINTENANCE PLAN,0.00013973915,20,0.00262174765478424
SOFTWARE DEVELOPMENT PLAN,0.00013970425,51,0.006683786819887429
PLANS,0.00013970111,23,0.0030141890525328327
SYSTEM DEVELOPMENT PLAN,0.00013964555,2,0.00026199915572232643
INTEGRATION TESTING PLANNING,0.00013959761,5,0.0006547730300187617
SOFTWARE VERIFICATION PLANNING,0.00013957996,11,0.0014403185365853659
SOFTWARE RISK MANAGEMENT PLANNING,0.0001395625,5,0.0006546083489681052
DOCUMENTATION PLANNING,0.00013955095,7,0.0009163758442776735
SOFTWARE CONFIGURATION MANAGEMENT PLANNING,0.00013952523,5,0.0006544335365853658
SOFTWARE SAFETY CLASSIFICATION CHANGES,0.0001389289,2,0.00026065459662288936
C. ACTIVITIES,0.00013742477,2,0.0002578325891181988
MODIFICATIONS,0.0001368574,18,0.002310912945590994
PART,0.00013682285,151,0.019381097889305816
MODIFICATION,0.0001367766,94,0.01206097598499062
SOFTWARE SAFETY,0.00013658528,12,0.0015375453658536583
IEC 60601-1,0.00013500528,112,0.01418441966228893
COMMITTEE,0.0001349223,21,0.0026579439962476545
ASSESSMENT,0.00013417771,40,0.005034810881801127
ANNEX B,0.00013359288,11,0.0013785381613508445
CONFORMITY,0.00013352242,14,0.0017535777485928703
NETWORK,0.00013345122,195,0.024411808536585363
DOCUMENTS,0.00013344552,52,0.00650953756097561
SOFTWARE SAFETY CLASS B,0.00013270882,5,0.0006224616322701688
ISO/IEC DIRECTIVES,0.00013219602,2,0.00024802255159474674
EVENTS,0.00013208178,43,0.0053278766791744845
OPERATIONS,0.00013207574,6,0.0007433906566604127
COMMITTEES,0.00013186563,7,0.0008659093902439025
VERIFICATION CONFIRMATION,0.00013157228,2,0.0002468523076923077
END USER,0.00013120894,2,0.0002461706191369606
SOFTWARE CONFIGURATION,0.00013118653,14,0.0017229000187617262
USER,0.00012996823,42,0.005120699493433396
FOREWORD,0.0001295408,4,0.00048608180112570367
DESIGN DOCUMENTS,0.00012865123,3,0.0003620578705440901
REPRODUCTION,0.00012813056,198,0.023799109643527206
CERTIFICATION BODIES,0.00012809438,2,0.00024032716697936212
MANUFACTURER DOCUMENTS,0.00012806557,2,0.00024027311444652907
NOTE,0.00012747526,8,0.000956662363977486
RATIONALE,0.00012597447,44,0.00519969669793621
PUBLICATION,0.00012534566,35,0.0041154766416510325
NOTES,0.00012462668,2,0.00023382116322701686
NOTE REQUIREMENT B,0.00012379998,1,0.00011613506566604127
MEDICAL DEVICE SOFTWARE PRODUCTS,0.00012374634,4,0.0004643389868667917
REPRESENTATION,0.00012364803,9,0.0010439327110694184
DECISION,0.00012316351,29,0.0033506020544090053
SOFTWARE REQUIREMENTS ANALYSIS,0.000121297926,26,0.0029584859999999998
IEC 60601-4,0.000121240286,1,0.00011373385178236398
IEC 60601-1 ... 64 TABLE C.4,0.000121240286,0,0.0
MODIFICATION ANALYSIS,0.00012116072,22,0.002500502664165103
ANALYSIS,0.00012110551,24,0.0027265780863039396
UNIT IMPLEMENTATION,0.00012031181,17,0.001918668639774859
MODIFICATION IMPLEMENTATION,0.00012017743,26,0.0029311568292682932
RESULTS,0.00012014412,71,0.008002094296435273
IEC 82304-1,0.00011969924,8,0.00089830574108818
MEDICAL DEVICE ARCHITECTURE,0.000119561926,3,0.0003364782157598499
GAP ANALYSIS,0.00011829297,4,0.0004438760600375234
IMPLANT,0.00011788466,2,0.00022117196998123828
CLAUSE,0.00011774817,132,0.014580448818011257
FEEDBACK,0.00011755072,35,0.00385954521575985
ARCHITECTURE,0.000117143674,16,0.0017582540187617262
COMPANIES,0.0001168799,4,0.0004385737335834897
ALL,0.0001168669,659,0.07224698602251407
SEQUENCE,0.00011622525,41,0.004470201923076923
RECOMMENDATION,0.00011577454,8,0.0008688520825515948
COMPILATION,0.00011527873,2,0.00021628279549718574
COMPONENT,0.00011527061,57,0.006163625487804878
COMPENSATION,0.00011519949,2,0.00021613412757973734
SYSTEM COMPONENT,0.000115113435,0,0.0
INTERNATIONAL STANDARDS,0.00011509775,1,0.00010797162288930581
COMPLETENESS,0.00011502538,2,0.00021580746716697935
COMPOSITION,0.00011500502,18,0.0019419234146341464
COMPOSITE,0.00011495862,2,0.0002156822138836773
MEASURES,0.000114641865,126,0.013550539390243903
HARDWARE RISK CONTROL MEASURE,0.00011456917,2,0.00021495153846153847
OTHER,0.00011450211,141,0.01514521342401501
HAZARD HAZARDOUS,0.00011408426,2,0.00021404176360225144
CLAUSES,0.0001137735,17,0.0018143991557223263
RELEASE,0.00011341694,133,0.014150518780487805
LIFE CYCLE MODEL,0.00011330031,7,0.0007439982833020637
SOFTWARE ARCHITECTURE,0.00011322734,26,0.0027616424390243905
PARTITIONING,0.00011300344,11,0.0011660767729831144
ANNEX A,0.00011299178,8,0.000847968330206379
REQUIREMENTS CLAUSES,0.000112976384,0,0.0
TEST RECORDS,0.00011272035,4,0.0004229656660412758
ARCHIVE SOFTWARE,0.00011168375,5,0.000523844981238274
HAZARD HAZARDOUS SITUATION,0.00011142311,2,0.00020904898686679174
PARTY,0.00011133412,4,0.000417764052532833
RESOURCES,0.000110971065,11,0.0011451047983114448
ENTITY,0.00011089413,6,0.0006241695872420263
VERIFIED,0.000109674045,10,0.0010288371951219513
VERIFICATION TASKS,0.00010930762,4,0.0004101599249530957
METHOD,0.000109117165,53,0.005425149854596622
TERMS,0.00010874626,49,0.004998655478424014
LIFE,0.000108281216,93,0.00944667269043152
LIFE CYCLE,0.00010569427,51,0.005056667701688555
82304-1 1,0.00010510158,2,0.00019718870544090054
ACCEPTANCE PROCESSES,0.00010498039,2,0.0001969613320825516
SPECIFICATIONS,0.0001049072,9,0.0008857080675422138
DEFINITIONS,0.000104440645,21,0.0020574611116322703
SOFTWARE DEVELOPMENT LIFE CYCLE,0.00010412907,5,0.0004884102720450282
ME SYSTEM,0.00010225751,2,0.0001918527392120075
IEC INTERNATIONAL STANDARDS,0.00010174235,0,0.0
CONFIGURATION ITEM ENTITY,0.00010123265,2,0.00018992992495309567
REQUIREMENTS SPECIFICATIONS,0.00010107206,4,0.0003792572607879925
DEFINITION,0.000101064914,80,0.007584608930581614
SPECIFICATION,0.00010105428,96,0.009100573058161351
SPECIMENS,0.000100992256,2,0.000189478904315197
PRINT TYPES,0.00010004985,2,0.0001877107879924953
TEST RESULTS,9.912666e-05,8,0.0007439148968105065
EDITION,9.907592e-05,26,0.0024164858536585366
VALIDATION,9.883943e-05,11,0.001019919071294559
CONSENSUS,9.84638e-05,7,0.0006465727954971858
VALIDITY,9.8230266e-05,7,0.0006450392701688555
EXAMINATION,9.796197e-05,2,0.00018379356472795499
TRACEABILITY,9.711377e-05,35,0.0031885384146341468
ACCESS,9.693106e-05,12,0.0010911563977485928
COLOURINSIDECOPYRIGHT INTERNATIONAL ELECTROTECHNICAL COMMISSION,9.687882e-05,4,0.00036352277673545966
SYSTEM ARCHITECTURE,9.6716336e-05,0,0.0
MEDICAL DEVICES,9.650736e-05,17,0.0015390479549718574
LEGACY SOFTWARE MEDICAL DEVICE,9.626904e-05,0,0.0
C 6,9.534679e-05,436,0.038997373771106944
CONSULTING,9.4738025e-05,1,8.887244371482176e-05
CONFIGURATION IDENTIFICATION,9.41486e-05,23,0.0020313487804878047
HARDWARE,9.411997e-05,52,0.004591218048780487
TABLE B.1 -- DEVELOPMENT,9.39955e-05,1,8.817589118198875e-05
PROBLEM REPORT RESULTS,9.39353e-05,0,0.0
SYSTEM LEVEL,9.380616e-05,4,0.000351993095684803
RESULT,9.3764334e-05,147,0.012929978515947467
MANAGEMENT,9.367979e-05,162,0.01423651592870544
RECOMMENDATIONS,9.36395e-05,2,0.0001756838649155722
LEVELS,9.351751e-05,14,0.0012281849343339587
GUIDANCE,9.327962e-05,17,0.0014875736772983115
IDENTIFICATION,9.322368e-05,53,0.004634948442776735
REFERENCE,9.3082024e-05,96,0.008382621298311445
DATA,9.2561415e-05,64,0.005557158123827392
SOUP CONFIGURATION ITEMS,9.25572e-05,2,0.00017365328330206381
RECORD,9.240164e-05,70,0.00606764990619137
SOFTWARE CONFIGURATION MANAGEMENT INFORMATION,9.189675e-05,2,0.0001724141651031895
USABILITY ENGINEERING REQUIREMENTS,9.1733236e-05,2,0.0001721073846153846
RELATIONSHIP,9.166932e-05,55,0.004729655347091933
CONTROL DATA,9.151457e-05,2,0.00017169712945590995
NATIONAL COMMITTEE,9.097182e-05,10,0.0008533941838649155
SOFTWARE FAILURE,9.095745e-05,14,0.001194563133208255
SOFTWARE CODE,9.085116e-05,6,0.000511357373358349
PRODUCT,9.079955e-05,228,0.019420541651031895
SOFTWARE PRODUCT,9.072128e-05,22,0.0018722965853658535
SOFTWARE RELEASE,9.056728e-05,24,0.0020390381988742963
DELIVERY,8.980266e-05,19,0.001600610262664165
SOFTWARE DELIVERY,8.979915e-05,2,0.00016847870544090055
STRATEGY,8.947957e-05,17,0.0014269725046904317
REDLINE VERSION,8.934058e-05,1,8.380917448405253e-05
SOFTWARE DEVELOPMENT PLAN REFERENCE,8.912823e-05,5,0.0004180498592870544
CONFIGURATION STATUS ACCOUNTING,8.818967e-05,17,0.0014064018667917448
FUNCTION,8.747981e-05,103,0.008452551998123828
FUNCTIONALITY,8.74261e-05,22,0.0018042909943714824
BODY FUNCTION,8.7380184e-05,2,0.0001639403076923077
FUNCTIONS,8.7320965e-05,27,0.0022116942354596628
WAY,8.629907e-05,20,0.001619119512195122
TERM,8.549699e-05,139,0.011148294193245778
TABLETS,8.546505e-05,1,8.017359287054409e-05
VERIFICATION INFORMATION,8.519711e-05,2,0.0001598444840525328
SOFTWARE DEVELOPMENT PLAN INFORMATION,8.5179425e-05,0,0.0
REFERENCE SOFTWARE CONFIGURATION MANAGEMENT INFORMATION,8.516375e-05,2,0.00015978189493433395
OUTPUT,8.5032174e-05,59,0.004706283551594747
OUTPUTS,8.47287e-05,36,0.002861381988742964
FOLLOWING,8.435186e-05,44,0.0034816902814258912
DEFECTS,8.3840176e-05,24,0.0018875836998123825
EFFECTIVENESS,8.311584e-05,20,0.0015593966228893057
CRITERIA,8.27714e-05,48,0.003727042401500938
METHODS,8.248679e-05,40,0.0030951891181988742
V-MODEL,8.209027e-05,8,0.0006160620637898687
CONSISTS,8.20902e-05,12,0.0009240923076923076
MODEL,8.206391e-05,41,0.003156304230769231
SET,8.157609e-05,81,0.006198558433395872
PROCESS OUTPUTS,8.1232276e-05,9,0.0006858259699812383
CONSEQUENCES,8.111614e-05,4,0.0003043757598499062
RISK MANAGEMENT FILE SET,8.078979e-05,2,0.0001515755909943715
SOFTWARE PRODUCT SET,8.07271e-05,1,7.572898686679174e-05
EQUIPMENT,8.017173e-05,48,0.003609984090056285
RISK CRITERIA,7.9611884e-05,0,0.0
SOFTWARE CONFIGURATION MANAGEMENT ACTION,7.946522e-05,2,0.00014909046904315197
ACCEPTANCE CRITERIA,7.9357065e-05,26,0.0019355381707317075
DIVERGENCE,7.895125e-05,2,0.00014812617260787992
INPUTS,7.817217e-05,36,0.0026399607129455912
IEC NATIONAL COMMITTEE,7.8044446e-05,6,0.0004392745553470919
ACCEPTABILITY,7.8003635e-05,6,0.00043904484990619136
RISK ACCEPTABILITY,7.793889e-05,2,0.00014622681050656663
ISO TECHNICAL COMMITTEE 210,7.7856814e-05,0,0.0
ANOMALY,7.772648e-05,8,0.0005833131707317073
APPLICATION,7.772486e-05,40,0.002916505065666041
PERFORMANCE,7.761227e-05,35,0.002548245262664165
PURPOSES,7.734155e-05,14,0.0010157426829268293
PURPOSE(S),7.710929e-05,2,0.00014467033771106943
APPROACH,7.6803546e-05,23,0.0016571121557223266
GUIDES,7.638241e-05,2,0.0001433065853658537
CLAUSE 7,7.634341e-05,16,0.0011458673170731707
CLAUSE 6,7.630016e-05,10,0.0007157613508442777
OPERATOR,7.629879e-05,8,0.0005725987992495309
APPROVAL,7.606191e-05,21,0.0014984053564727957
DECISIONS,7.5742675e-05,11,0.0007815848264540338
MANAGEMENT RESPONSIBILITIES,7.568562e-05,2,0.000141999287054409
TOOLS,7.553154e-05,43,0.0030467694371482178
RESPONSIBILITIES,7.548735e-05,6,0.00042488189493433394
ORGANIZATIONS,7.514885e-05,12,0.0008459532833020638
PROCEDURE,7.499419e-05,80,0.005628081801125703
TESTING ORGANIZATIONS,7.48751e-05,2,0.00014047861163227017
TEST PROCEDURES,7.483509e-05,11,0.0007722195028142591
PROGRAMMING PROCEDURES,7.482513e-05,2,0.0001403848592870544
SOFTWARE INTEGRATION TEST PROCEDURES,7.478397e-05,2,0.00014030763602251408
INTEGRATION TEST PROCEDURES,7.4782794e-05,3,0.00021045814446529081
APPLIANCE,7.477774e-05,2,0.00014029594746716698
SOFTWARE SYSTEM TEST PROCEDURES,7.473551e-05,1,7.010835834896811e-05
TEST CASE PROCEDURES,7.4728785e-05,2,0.00014020409943714821
ELECTROTECHNICAL VOCABULARY,7.468221e-05,1,7.00583583489681e-05
